variant	country	date	freq	median_freq_nowcast	median_freq_forecast	model
7	tropics	2031-02-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-02-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-01	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-02	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-03	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-04	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-05	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-06	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-07	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-08	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-09	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-10	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-11	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-12	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-13	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-14	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-15	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-16	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-29	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-30	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-03-31	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-01	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-02	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-03	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-04	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-05	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-06	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-07	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-08	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-09	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-10	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-11	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-12	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-13	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-14	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-15	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-16	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-29	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-04-30	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-01	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-02	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-03	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-04	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-05	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-06	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-07	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-08	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-09	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-10	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-11	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-12	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-13	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-14	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-15	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-16	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-29	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-30	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-05-31	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-01	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-02	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-03	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-04	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-05	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-06	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-07	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-08	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-09	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-10	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-11	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-12	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-13	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-14	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-15	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-16	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-29	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-06-30	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-01	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-02	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-03	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-04	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-05	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-06	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-07	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-08	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-09	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-10	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-11	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-12	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-13	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-14	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-15	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-16	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-29	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-30	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-07-31	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-01	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-02	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-03	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-04	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-05	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-06	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-07	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-08	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-09	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-10	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-11	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-12	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-13	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-14	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-15	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-16	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-29	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-30	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-08-31	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-01	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-02	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-03	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-04	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-05	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-06	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-07	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-08	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-09	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-10	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-11	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-12	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-13	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-14	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-15	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-16	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-17	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-18	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-19	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-20	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-21	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-22	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-23	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-24	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-25	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-26	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-27	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-28	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-29	0.9622885767082696		0.9622885767082696	NAIVE
7	tropics	2031-09-30	0.9622885767082696		0.9622885767082696	NAIVE
8	tropics	2030-06-24	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-06-25	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-06-26	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-06-27	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-06-28	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-06-29	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-06-30	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-01	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-02	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-03	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-04	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-05	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-06	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-07	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-08	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-09	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-10	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-11	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-12	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-13	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-14	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-15	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-16	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-17	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-18	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-19	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-20	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-21	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-22	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-23	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-24	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-25	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-26	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-27	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-28	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-29	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-30	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-07-31	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-01	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-02	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-03	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-04	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-05	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-06	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-07	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-08	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-09	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-10	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-11	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-12	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-13	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-14	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-15	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-16	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-17	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-18	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-19	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-20	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-21	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-22	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-23	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-24	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-25	0.00847457627118644	0.00847457627118644		NAIVE
8	tropics	2030-08-26	0.01332819722650231	0.01332819722650231		NAIVE
8	tropics	2030-08-27	0.01332819722650231	0.01332819722650231		NAIVE
8	tropics	2030-08-28	0.01332819722650231	0.01332819722650231		NAIVE
8	tropics	2030-08-29	0.01332819722650231	0.01332819722650231		NAIVE
8	tropics	2030-08-30	0.01332819722650231	0.01332819722650231		NAIVE
8	tropics	2030-08-31	0.01332819722650231	0.01332819722650231		NAIVE
8	tropics	2030-09-01	0.01332819722650231	0.01332819722650231		NAIVE
8	tropics	2030-09-02	0.02306986198078877	0.02306986198078877		NAIVE
8	tropics	2030-09-03	0.02306986198078877	0.02306986198078877		NAIVE
8	tropics	2030-09-04	0.02306986198078877	0.02306986198078877		NAIVE
8	tropics	2030-09-05	0.02306986198078877	0.02306986198078877		NAIVE
8	tropics	2030-09-06	0.02306986198078877	0.02306986198078877		NAIVE
8	tropics	2030-09-07	0.02306986198078877	0.02306986198078877		NAIVE
8	tropics	2030-09-08	0.02306986198078877	0.02306986198078877		NAIVE
8	tropics	2030-09-09	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-10	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-11	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-12	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-13	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-14	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-15	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-16	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-17	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-18	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-19	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-20	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-21	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-22	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-23	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-24	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-25	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-26	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-27	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-28	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-29	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-09-30	0.029207158390353483	0.029207158390353483		NAIVE
8	tropics	2030-10-01	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-02	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-03	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-04	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-05	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-06	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-07	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-08	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-09	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-10	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-11	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-12	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-13	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-14	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-15	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-16	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-17	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-18	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-19	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-20	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-21	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-22	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-23	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-24	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-25	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-26	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-27	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-28	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-29	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-30	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-10-31	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-01	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-02	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-03	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-04	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-05	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-06	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-07	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-08	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-09	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-10	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-11	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-12	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-13	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-14	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-15	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-16	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-17	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-18	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-19	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-20	0.029207158390353483		0.029207158390353483	NAIVE
8	tropics	2030-11-21	0.029207158390353483		0.029207158390353483	NAIVE
